index,ERCZO ID,Original Sample Vial Label,Date Collected,Time Collected,Site,Location,Sample Type,Sample Type II,Sample Type III,Tree tag,Tree tag 2,Species (common),Species (scientific),Well water level (m),Depth (m),Depth (cm),Depth (ft),Gravimetric moisture content (g/g),Collected by,Notes,Exclude?,dD Instrument,dO Instrument,HD run ID,dD,GB run ID,dO,Adjacent well groundwater depth at time of sampling (m),Energetic State,Date collection started,Time collection started,"(obsolete, miscalculated) Gravimetric moisture content (g/g)","(obsolete, miscalculated) Gravimetric moisture content (g/g).1"
27,28.0,204 8/6/15,2015-08-06,,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,>2,,,,,Wong,,,,,454,-58.5,621,-7.06,>2,,,,,
28,29.0,T208 8/6/15 Melange N.,2015-08-06,,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,Wong,,,,,454,-61.3,621,-7.98,>2,,,,,
30,31.0,T209 8/6/15 Melange N.,2015-08-06,,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,>2,,,,,Wong,,,,,454,-58.5,621,-7.51,>2,,,,,
31,32.0,207 8/6/15,2015-08-06,,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,>2,,,,,Wong,,,,,454,-60.6,621,-8.24,>2,,,,,
32,33.0,206 8/6/15,2015-08-06,,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,>2,,,,,Wong,,,,,454,-68.3,621,-10.42,>2,,,,,
33,34.0,205 8/6/15,2015-08-06,,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,>2,,,,,Wong,,,,,454,-70.3,621,-10.84,,,,,,
68,69.0,501 7m 092515,2015-09-25,,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,468,-52.0,637,-7.69,,,,,,
70,71.0,W500 120915,2015-12-09,,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,468,-44.8,637,-7.06,,,,,,
71,72.0,W501 120915,2015-12-09,,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,468,-35.3,637,-5.96,,,,,,
72,73.0,W502 120915,2015-12-09,,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,468,-45.2,637,-7.33,,,,,,
74,75.0,W506 120915,2015-12-09,,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,468,-30.7,637,-5.58,,,,,,
75,76.0,W507 120915,2015-12-09,,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,468,-29.6,637,-5.82,,,,,,
76,77.0,W508 120915,2015-12-09,,Sagehorn,W508,Water,Well water,,,,,,,,,,,,,,,,468,-32.1,637,-6.06,,,,,,
77,78.0,MN1 120915,2015-12-09,,Sagehorn,MN1,Water,Well water,,,,,,,,,,,,0.28 cm,,,,468,-44.9,637,-7.56,,,,,,
78,79.0,MS4 120915,2015-12-09,,Sagehorn,MS4,Water,Well water,,,,,,,,,,,,"0 m, water at surface. Complete saturation, overland flow.",,,,468,-43.7,637,-6.85,,,,,,
79,80.0,Dry 121015,2015-12-10,16:11,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,468,-34.9,637,-6.31,,,,,,
92,93.0,Dry 010516,2016-01-05,14:20,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,469,-48.0,638,-7.68,,,,,,
97,98.0,Dry 010716,2016-01-07,17:00,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,469,-48.4,638,-7.59,,,,,,
116,117.0,SH501 123015,2015-12-30,,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,469,-50.6,638,-7.77,,,,,,
117,118.0,SH502 123015,2015-12-30,,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,469,-46.3,638,-7.15,,,,,,
119,120.0,SH506 123015,2015-12-30,,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,469,-37.1,638,-6.46,,,,,,
120,121.0,SH507 123015,2015-12-30,,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,469,-41.5,638,-6.13,,,,,,
121,122.0,SH508 123015,2015-12-30,,Sagehorn,W508,Water,Well water,,,,,,,,,,,,,,,,469,-36.4,638,-6.33,,,,,,
122,123.0,Dry 123015,2015-12-30,12:31,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,469,-44.4,638,-6.52,,,,,,
124,125.0,M1,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.07312290769999999,Wong,Melange North 1. Auger hole near T208,,,,454,-51.6,621,-2.54,,,,,0.0681,
125,126.0,M2,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.07773499734,Wong,Melange North 1. Auger hole near T208,,,,454,-58.8,621,-5.59,,,,,0.0721,
126,127.0,M3,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Soil,,,,,,0.3,30,,0.08596895386,Wong,Melange North 1. Auger hole near T208,,,,454,-62.1,621,-7.59,,,,,0.0792,
127,128.0,M4,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Soil,,,,,,0.4,40,,0.1452544524,Wong,Melange North 1. Auger hole near T208,,,,454,-66.0,621,-8.79,,,,,0.1268,
128,129.0,M5,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Saprolite,,,,,,0.5,50,,0.1357519974,Wong,Melange North 1. Auger hole near T208,,,,454,-64.9,621,-7.04,,,,,0.1195,0.0819
129,130.0,M6,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Saprolite,,,,,,0.6,60,,0.1435819971,,Melange North 1. Auger hole near T208,,,,468,-67.9,637,-9.34,,,,,0.1256,0.13
130,131.0,M7,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.65,65,,0.09937662432,,Melange North 1. Auger hole near T208,,,,468,-67.4,637,-10.01,,,,,0.0904,0.1558
131,132.0,M8,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.7,70,,0.09749427287999997,,Melange North 1. Auger hole near T208,,,,468,-63.8,637,-9.76,,,,,0.0888,
132,133.0,M9,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.75,75,,0.08977728593,,Melange North 1. Auger hole near T208,,,,468,-71.8,637,-10.38,,,,,0.0824,0.187
133,134.0,M10,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.8,80,,0.0872432735,,Melange North 1. Auger hole near T208,,,,468,-68.3,637,-10.35,,,,,0.0802,0.1849
134,135.0,M11,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.8,80,,0.09593901241,,Melange North 1. Auger hole near T208,,,,468,-67.0,637,-9.59,,,,,0.0875,0.1102
135,136.0,M12,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.8,80,,0.06727759975,,Melange North 1. Auger hole near T208. Rock,,,,468,-59.6,637,-11.25,,,,,0.063,0.1483
136,137.0,M13,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.85,85,,0.09093782228,,Melange North 1. Auger hole near T208,,,,468,-63.6,637,-9.85,,,,,0.0834,0.1581
137,138.0,M14,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.85,85,,0.06430397154,,Melange North 1. Auger hole near T208. Rock,,,,468,-60.7,637,-9.75,,,,,0.0604,0.0593
138,139.0,M15,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.95,95,,0.08649889055,,Melange North 1. Auger hole near T208,,,,468,-64.1,637,-10.63,,,,,0.0796,0.079
139,140.0,M16,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.95,95,,0.08274070466,,Melange North 1. Auger hole near T208,,,,468,-68.7,637,-10.62,,,,,0.0764,0.1218
140,141.0,M17,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.05,105,,0.09503701574,,Melange North 1. Auger hole near T208,,,,468,-65.1,637,-10.38,,,,,0.0868,0.0699
141,142.0,M18,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.05,105,,0.08656388764,,Melange North 1. Auger hole near T208,,,,468,-64.6,637,-10.31,,,,,0.0797,0.1506
142,143.0,M19,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.05,105,,0.06555231311000001,,Melange North 1. Auger hole near T208. Rock,,,,468,-62.2,637,-12.2,,,,,0.0615,0.0735
143,144.0,M20,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.1,110,,0.1155053599,,Melange North 1. Auger hole near T208,,,,468,-65.3,637,-10.02,,,,,0.1036,0.0779
144,145.0,M21,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.2,120,,0.07097687373,,Melange North 1. Auger hole near T208. Rock,,,,469,-63.7,638,-12.48,,,,,0.0663,0.171
145,146.0,M22,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.2,120,,0.1033354822,,Melange North 1. Auger hole near T208,,,,469,-68.1,638,-10.13,,,,,0.0937,0.0711
146,147.0,M23,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.25,125,,0.07885627578,,Melange North 1. Auger hole near T208,,,,468,-61.5,637,-11.04,,,,,0.0731,0.0657
147,148.0,M24,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.25,125,,0.09381976148,,Melange North 1. Auger hole near T208,,,,468,-68.0,637,-10.02,,,,,0.0858,0.0871
148,149.0,M25,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.3,130,,0.06395359612000001,,Melange North 1. Auger hole near T208,,,,468,-65.7,637,-11.16,,,,,0.0601,0.0672
149,150.0,M26,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.42,142,,0.08067927048,,Melange North 1. Auger hole near T208,,,,469,-65.8,638,-9.67,,,,,0.0747,0.0908
150,151.0,M27,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.55,155,,0.08712731133,,Melange North 1. Auger hole near T208,,,,469,-74.4,638,-10.29,,,,,0.0801,0.0696
151,152.0,M28,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.55,155,,0.1065831322,,Melange North 1. Auger hole near T208,,,,469,-69.3,638,-9.82,,,,,0.0963,0.0707
152,153.0,M29,2015-08-03,,Sagehorn,MN1,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.55,155,,0.09845799362,,Melange North 1. Auger hole near T208,,,,468,-66.7,637,-9.69,,,,,0.0896,0.0645
153,154.0,M30,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.1035025138,,Auger hole on South slope,,,,469,-43.2,638,0.57,,,,,0.0938,0.0931
154,155.0,M31,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.08998442441,,Auger hole on South slope,,,,469,-58.1,638,-5.22,,,,,0.0826,0.0827
155,156.0,M32,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.3,30,,0.07402460177,,Auger hole on South slope,,,,469,-57.7,638,-4.23,,,,,0.0689,0.1161
156,157.0,M33,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.4,40,,0.06764700323,,Auger hole on South slope. Rock,,,,468,-60.2,637,-6.7,,,,,0.0634,0.0951
157,158.0,M34,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.4,40,,0.06136962248,,Auger hole on South slope,,,,468,-59.6,637,-8.29,,,,,0.0578,0.1181
158,159.0,M35,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.45,45,,0.08217147982999999,,Auger hole on South slope,,,,468,-60.3,637,-8.46,,,,,0.0759,0.1045
159,160.0,M36,2015-08-03,,Sagehorn,MS1 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.55,55,,0.09327517,,Auger hole on South slope,,,,468,-60.2,637,-9.43,,,,,0.0853,0.1019
160,161.0,M264,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.152,15.2,0.5,0.03385317611,,SPT Core. Drilling Well 504,,,,469,-37.4,638,3.34,,,,,0.0327,0.15
161,162.0,M265,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.305,30.5,1.0,0.041021846810000005,,SPT Core. Drilling Well 504,,,,469,-59.1,638,-2.48,,,,,0.0394,0.0747
162,163.0,M266,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.914,91.4,3.0,0.02942647415,,SPT Core. Drilling Well 504,,,,469,-70.6,638,-9.42,,,,,0.0286,0.0741
163,164.0,M267,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.61,61,2.0,0.02995255042,,SPT Core. Drilling Well 504,,,,469,-69.5,638,-8.32,,,,,0.0291,0.0741
164,165.0,M268,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.219,121.9,4.0,0.03030803808,,SPT Core. Drilling Well 504,,,,469,-62.7,638,-8.18,,,,,0.0294,0.0986
165,166.0,M269,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.524,152.4,5.0,0.0264891712,,SPT Core. Drilling Well 504,,,,469,-68.1,638,-9.44,,,,,0.0258,0.09
166,167.0,M270,2015-09-27,,Sagehorn,W504,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.829,182.9,6.0,0.02504441605,,SPT Core. Drilling Well 504,,,,469,-68.4,638,-9.67,,,,,0.0244,0.1352
167,168.0,M301,2015-09-27,,Sagehorn,W507,Soil or rock,Drilled material,Fresh bedrock,,,,,,5.334,533.4,17.5,0.09664832901,,SPT Core. Drilling Well 507,,,,469,-58.0,638,-7.61,,saturated,,,0.0881,0.1103
168,169.0,M303,2015-09-27,,Sagehorn,W507,Soil or rock,Drilled material,Fresh bedrock,,,,,,6.706,670.6,22.0,0.108991403,,SPT Core. Drilling Well 507,,,,469,-56.3,638,-8.75,,saturated,,,0.0983,0.1251
169,170.0,M304,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Soil,,,,,,0.0,0,0.0,0.0499608534,,SPT Core. Drilling Well 500,,,,469,-32.5,638,1.46,,,,,0.0476,0.1441
170,171.0,M305,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.61,61,2.0,0.07961701581,,SPT Core. Drilling Well 500,,,,469,-62.0,638,-8.63,,,,,0.0738,0.1204
171,172.0,M306,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.914,91.4,3.0,0.04920320188,,SPT Core. Drilling Well 500,,,,469,-61.5,638,-9.95,,,,,0.0469,0.1135
172,173.0,M307,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.219,121.9,4.0,0.057304231279999986,,SPT Core. Drilling Well 500,,,,469,-67.2,638,-10.19,,,,,0.0542,0.08967292839
173,174.0,M308,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.524,152.4,5.0,0.05969485178,,SPT Core. Drilling Well 500,,,,469,-67.0,638,-9.37,,,,,0.0563,0.08707705012
174,175.0,M309,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.676,167.6,5.5,0.04129525196,,SPT Core. Drilling Well 500,,,,469,-70.5,638,-9.35,,,,,0.0397,0.1103621866
175,176.0,M310,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.981,198.1,6.5,0.1527526852,,SPT Core. Drilling Well 500,,,,469,-63.2,638,-9.05,,,,,0.1325,0.1102281164
176,177.0,M311,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,3.048,304.8,10.0,0.08707933895,,SPT Core. Drilling Well 500,,,,469,-58.9,638,-8.09,,,,,0.0801,0.1531
177,178.0,M312,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,3.658,365.8,12.0,0.05021734157,,SPT Core. Drilling Well 500,,,,469,-60.8,638,-9.03,,saturated,,,0.0478,0.1135
178,179.0,M313,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,2.438,243.8,8.0,0.1382420855,,SPT Core. Drilling Well 500,,,,469,-61.7,638,-8.93,,,,,0.1215,0.1369
179,180.0,M314,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,2.591,259.1,8.5,0.1147642567,,SPT Core. Drilling Well 500,,,,469,-60.3,638,-8.82,,,,,0.103,0.1672
180,181.0,M315,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,2.7430000000000003,274.3,9.0,0.04098646639,,SPT Core. Drilling Well 500,,,,469,-66.3,638,-9.08,,,,,0.0394,0.1137
181,182.0,M316,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Weathered bedrock,,,,,,3.962,396.2,13.0,0.0328310788,,SPT Core. Drilling Well 500,,,,469,-57.7,638,-9.73,,saturated,,,0.0318,0.1416
182,183.0,M317,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Fresh bedrock,,,,,,5.182,518.2,17.0,0.0326369764,,SPT Core. Drilling Well 500,,,,469,-52.4,638,-7.29,,saturated,,,0.0316,0.14800000000000002
184,185.0,M319,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Fresh bedrock,,,,,,5.791,579.1,19.0,0.04388352011,,SPT Core. Drilling Well 500,,,,469,-54.6,638,-7.72,,saturated,,,0.042,0.1237
185,186.0,M320,2015-09-28,,Sagehorn,W500,Soil or rock,Drilled material,Fresh bedrock,,,,,,6.706,670.6,22.0,0.08041038021000001,,SPT Core. Drilling Well 500,,,,469,-56.9,638,-8.39,,saturated,,,0.0744,0.1344
217,218.0,M50,2015-08-04,,Sagehorn,MS3 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.081218599,,,,,,471,-46.2,640,-0.65,,,,,0.0751,0.2396
218,219.0,M57,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.4,140,,0.07676406788,,,,,,471,-59.3,640,-9.24,,,,,0.0713,0.1636
219,220.0,M56,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.3,130,,0.07404613376000001,,,,,,471,-59.2,640,-9.25,,,,,0.0689,0.1976
220,221.0,M58,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.45,145,,0.0769621774,,,,,,471,-58.0,640,-9.1,,,,,0.0715,0.1743
221,222.0,M55,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.1,110,,0.07612270783,,,,,,471,-59.3,640,-9.55,,,,,0.0707,0.1801
222,223.0,M302,2015-09-27,,Sagehorn,W507,Soil or rock,Drilled material,Fresh bedrock,,,,,,7.315,731.5,24.0,0.04789972101,,,,,,471,-57.7,640,-9.04,,saturated,,,0.0457,0.1096
223,224.0,M54,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.0,100,,0.09007645144,,,,,,471,-60.3,640,-8.48,,,,,0.0826,0.1739
224,225.0,M53,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,0.9,90,,0.1031921751,,,,,,471,-60.9,640,-8.06,,,,,0.0935,0.2671
225,226.0,M59,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.53,153,,0.07106940048999999,,,,,,471,-57.7,640,-8.98,,,,,0.0664,0.1664
226,227.0,M51,2015-08-04,,Sagehorn,MS3 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.08406309892000001,,,,,,471,-58.8,640,-5.98,,,,,0.0775,0.2156
227,228.0,M52,2015-08-04,,Sagehorn,MS3 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.25,25,,0.08291539306,,,,,,471,-58.9,640,-5.85,,,,,0.0766,0.2267
228,229.0,M60,2015-08-04,,Sagehorn,MS4,Soil or rock,Drilled material,Weathered bedrock,,,,,,1.57,157,,0.09729208476,,,,,,471,-56.7,640,-8.38,,,,,0.0887,0.1588
229,230.0,M40,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Soil,,,,,,0.4,40,,0.06601213137,,,,,,471,-58.8,640,-7.39,,,,,0.0619,0.0665
230,231.0,M39,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Soil,,,,,,0.3,30,,0.06525013229,,,,,,471,-60.5,640,-6.83,,,,,0.0613,0.0706
231,232.0,M38,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Soil,,,,,,0.2,20,,0.04396642466,,,,,,471,-51.3,640,-3.15,,,,,0.0421,0.07200000000000001
232,233.0,M42,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Soil,,,,,,0.6,60,,0.0964056408,,,,,,471,-64.0,640,-9.02,,,,,0.0879,0.2725
234,235.0,M43,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.7,70,,0.08590318046,,,,,,471,-64.5,640,-8.6,,,,,0.0791,0.2367
235,236.0,M41,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Soil,,,,,,0.5,50,,0.0838706828,,,,,,471,-65.3,640,-8.9,,,,,0.0774,0.0846
236,237.0,M37,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.022888911150000003,,,,,,471,-57.9,640,-2.9,,,,,0.0224,0.0739
237,238.0,M46,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.9,90,,0.08446341078,,,,,,471,-63.8,640,-9.38,,,,,0.0779,0.1698
238,239.0,M45,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.8,80,,0.06615234239000001,,,,,,471,-62.3,640,-9.11,,,,,0.0621,0.1773
239,240.0,M44,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.75,75,,0.09130224961,,,,,,471,-60.5,640,-7.86,,,,,0.0837,0.1925
240,241.0,M47,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.9,90,,0.08109413575,,,,,,471,-64.8,640,-9.13,,,,,0.075,0.1514
241,242.0,M48,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.92,92,,0.07131869669,,,,,,471,-59.7,640,-7.56,,,,,0.0666,0.2944
243,244.0,M49,2015-08-04,,Sagehorn,MS2 (near Well MS-2),Soil or rock,Drilled material,Saprolite,,,,,,0.96,96,,0.0748927966,,,,,,471,-61.7,640,-8.62,,,,,0.0697,0.2481
274,275.0,CZO sagehorn 12/15/15 900,2015-12-15,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-40.8,640,-7.81,,,,,,
275,276.0,CZO sagehorn 12/10/2015 10 am,2015-12-10,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-18.3,640,-4.53,,,,,,
276,277.0,CZO sagehorn 12/13/15 1100,2015-12-13,11:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-54.4,640,-9.09,,,,,,
277,278.0,CZO sagehorn 12/14/15 1000,2015-12-14,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-58.2,640,-9.97,,,,,,
278,279.0,CZO sagehorn 12/12/15 900,2015-12-12,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-43.5,640,-8.51,,,,,,
279,280.0,CZO sagehorn 12/23/15 1100,2015-12-23,11:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-41.8,640,-6.22,,,,,,
280,281.0,CZO sagehorn 12/20/15 1400,2015-12-20,14:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-86.5,640,-13.26,,,,,,
281,282.0,CZO sagehorn 12/18/15 900,2015-12-18,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-41.9,640,-7.58,,,,,,
282,283.0,CZO sagehorn 12/11/15 1300,2015-12-11,13:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-41.5,640,-8.22,,,,,,
283,284.0,CZO sagehorn 12/21/15 1200,2015-12-21,12:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,471,-55.8,640,-8.67,,,,,,
284,285.0,SH MS-4 12/30/15,2015-12-30,,Sagehorn,MS4,Water,Well water,,,,,,,,,,,,,,,,471,-44.1,640,-7.32,,,,,,
285,286.0,SH 500 12/30/15,2015-12-30,,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,471,-41.9,640,-7.0,,,,,,
287,288.0,SH MN-1 12/30/15,2015-12-30,,Sagehorn,MN1,Water,Well water,,,,,,,,,,,,,,,,471,-45.1,640,-7.53,,,,,,
288,289.0,SH Dry Cr. 1-16-2016,2016-01-16,12:30,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,471,-48.2,640,-8.09,,,,,,
290,291.0,SH Dry Cr. 1-17-2016,2016-01-17,12:00,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,471,-42.9,640,-7.38,,,,,,
317,318.0,CZO sagehorn 12/24/15 1400,2015-12-24,14:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-35.7,639,-7.58,,,,,,
318,319.0,CZO sagehorn 12/22/15 1100,2015-12-22,11:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-42.9,639,-5.95,,,,,,
319,320.0,CZO sagehorn 2016 1/15 800,2016-01-15,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-49.0,639,-8.4,,,,,,
320,321.0,CZO sagehorn 2016 1/6 1230,2016-01-06,12:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-46.4,639,-8.38,,,,,,
321,322.0,CZO sagehorn 2016 1/14 800,2016-01-14,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-52.5,639,-8.75,,,,,,
322,323.0,CZO sagehorn 2016 1/8 1000,2016-01-08,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-54.1,639,-9.7,,,,,,
